-0.10810811,0.51351351,0.48648649,-1,-1,-0.37837838,-0.37837838,-0.37837838,-0.37837838,-0.027027027,-0.027027027,-0.027027027,0.21621622,0.62162162,0.081081081,0.75675676,0.7027027,0.62162162,0.37837838,0.13513513,0.94594595,0.97297297,0.7027027,-0.081081081,0.13513513,0.37837838,0.24324324,0.10810811,0.10810811,0.81081081,0.4054054,0.4054054,0.16216216,0.51351351,0.21621622,0.32432432,0.27027027,0.5945946,0.054054054,0.054054054,0.37837838,-0.081081081,0.51351351,0.18918919,0.18918919,0.35135135,0.51351351,0.21621622,0.24324324,0.054054054,0.21621622,0.16216216,0.2972973,0.54054054,0.21621622,0.48648649,0.32432432,0.89189189,0.78378378,0.78378378,0.78378378,0.2972973,0.54054054,0.45945946,0.7027027,0.7027027,0.32432432
1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1
-0.90170768,-0.7963325,-0.93386732,-0.83314543,-0.941593,-0.89780403,-0.93997269,-0.98888339,-0.97241011,-0.82414791,-0.80123599,-0.84322209,-0.78617371,0.98317351,-0.96246264,-0.64720412,-0.77346057,-0.83622441,-0.89157982,-0.84025449,-0.77551709,-0.68623728,-0.7994105,-0.81698078,-0.79131313,-0.88158279,-0.66262543,-0.56577337,-0.62607923,-0.86798574,-0.8587512,-0.86926668,-0.91352441,-0.80062925,-0.90722033,-0.87594436,-0.90483214,-0.82522805,-0.88703997,-0.91514151,-0.85510495,-0.86669544,-0.6996567,-0.86798574,-0.85371862,-0.93100361,-0.8831601,-0.82306187,-0.87053835,-0.88394326,-0.916423,-0.86755669,-0.87512354,-1,-0.94711992,-0.8787868,-0.91832523,-0.76999051,-0.60724955,-0.60724955,-0.53647654,-0.68525227,-0.73372064,-0.47694433,0.033056892,-0.6494591,-0.57451102
-0.73067231,-0.62662659,-0.75574748,-0.50573904,-0.87024437,-0.82644135,-0.90413827,-0.93838529,-0.90540227,-0.49751562,-0.52962434,-0.57210359,-0.24597261,-0.81103216,-0.76800443,-0.67109798,-0.86358047,-0.45557128,-0.62118877,-0.51268175,-0.25149381,-0.024267811,-0.29226856,-0.40718416,-0.32886627,-0.52851282,-0.62209973,-0.45941199,-0.51037824,-0.53514425,-0.49751562,-0.54384751,-0.64254655,-0.31416443,-0.65029248,-0.54599902,-0.65790075,-0.37237268,-0.58115729,-0.6604069,-0.57210359,-0.57715517,-0.026819236,-0.53183981,-0.56596873,-0.68936568,-0.77116372,-0.51952881,-0.81937285,-0.64167724,-0.64858318,-0.56802262,-0.562871,-0.90540227,-0.73967112,-0.73485172,-0.68467764,-0.9939577,-0.43726896,-0.43726896,-0.55239623,-0.95656385,-0.55975279,-0.39004968,-0.4757358,-0.63905876,-0.66206946
0.2820689,0.013540283,0.50490939,-0.041657994,0.72320294,0.63183564,0.84973264,0.93948322,0.89021891,-0.057294097,-0.037137987,0.046283869,-0.25207429,-0.18472277,0.59225552,-0.08164005,-0.21724206,-0.057925713,0.19858963,-0.0074394402,-0.26518572,-0.44862552,-0.20722053,-0.099580118,-0.21531491,0.096138525,-0.1264023,-0.28615647,-0.27964651,0.068831868,0.021527005,0.07418805,0.27299659,-0.1930899,0.24152342,0.092867396,0.26881931,-0.12327292,0.14944913,0.30845685,0.11284228,0.096072134,-0.44048089,0.067118249,0.045933967,0.37553382,0.38177283,-0.0051893056,0.3814642,0.24481967,0.29264848,0.13312758,0.095944734,1,0.49864705,0.26423829,0.32578324,0.63683833,-0.31792571,-0.31792571,-0.27896645,0.28672349,-0.186562,-0.4856361,-0.74976135,0.038806747,-0.020046654
-0.78940971,-0.87608126,-0.86445783,-0.90969557,-0.66064262,-0.65354341,-0.68347532,-0.72923077,-0.7293028,-0.88193799,-0.78389511,-0.87381689,-0.9929188,0.12986776,-0.96556187,-0.72760565,0.15653593,-0.95149401,-0.89436273,-0.94224748,-0.97015362,-0.96645321,-0.98412695,-0.9444038,-0.95714816,-0.98038152,-0.82279444,-0.62478195,-0.6731799,-0.94381408,-0.9562073,-0.94259862,-0.94270666,-0.97319678,0.12487536,-0.95966012,-0.89734286,-0.97923358,-0.9559237,-0.93282539,-0.9168443,-0.90541444,-0.98333465,-0.9365213,-0.86141466,-0.95234033,-0.72271679,-0.89054977,-0.74238478,-0.89083788,-0.9519892,-0.92558213,-0.93718305,-0.88261775,-0.93044398,-0.75932474,-0.90848461,-0.22626751,-0.85080862,-0.85080862,-0.79643689,0.22130212,-0.770489,-0.67246413,-0.14985538,-0.73027517,-0.69987958
-0.92003038,-0.9294082,-0.95679408,-0.94573626,-0.91307482,-0.89622059,-0.92365023,-0.94546296,-0.94153103,-0.92796793,-0.87082129,-0.93233093,-0.99015931,0.25591955,-0.98900143,-0.79564748,-0.53569491,-0.96842018,-0.95262483,-0.9652018,-0.97140532,-0.95547402,-0.98424455,-0.96105513,-0.964314,-0.98794018,-0.86885671,-0.63728109,-0.71341047,-0.96925001,-0.97402212,-0.96912953,-0.97561405,-0.97664415,-0.96982266,-0.97794337,-0.95748899,-0.98314236,-0.97790296,-0.97292285,-0.95677688,-0.95253855,-1,-0.96583121,-0.92805905,-0.98178476,-0.90162288,-0.93491543,-0.90685216,-0.95308554,-0.97978968,-0.96268299,-0.96758048,-0.97627302,-0.9772415,-0.90665754,-0.96483196,-0.76613072,-0.85003933,-0.85003933,-0.79358837,-0.47108409,-0.83245873,-0.86213301,-1,-0.78916757,-0.73599213
0.41550764,0.25472057,0.65483845,0.14563625,0.61028798,0.66468678,0.81779589,0.91300972,0.82224815,0.0098742177,0.1876858,0.22884331,0.5206136,-0.057897283,0.57577302,0.35605525,0.60495164,0.16423777,0.40530488,-0.046189197,0.056336205,-0.0095237716,0.18162866,0.053297678,0.31650263,0.52107555,-0.12702278,0.15115179,-0.078251035,0.34858836,0.35466541,0.45850101,0.50084127,0.0035183994,0.12913741,0.31799601,0.5284628,0.21696398,0.62170138,0.42698475,0.35175432,0.28477132,-0.067765528,0.25207231,0.29565506,0.24681164,0.38255774,0.21834585,0.46874359,0.3427383,0.46190989,0.24792669,0.4467969,0.81846094,0.42813565,0.39028348,0.36241903,0.14958673,0.13319143,0.13319143,0.16239395,0.48828893,0.59529845,0.027806705,-0.74523762,0.33962809,0.23767216
0.56773817,0.3673714,0.75970922,0.39209647,0.79549519,0.78300682,0.96910706,0.94524425,1,0.332786,0.33240231,0.35300585,0.39680385,0.46879248,0.85113796,0.33793069,0.3803961,0.34340957,0.51502462,0.38383278,0.24317668,0.15643056,0.28223017,0.41161909,0.48194508,0.58017703,0.15827886,-0.077580961,0.17316424,0.48914436,0.65311044,0.68118968,0.61098746,0.29176044,0.44068849,0.78616295,0.72458749,0.69364917,0.57913324,0.55296418,0.41658639,0.5812332,0.17385322,0.36509403,0.36384396,0.58121257,0.57083654,0.34026582,0.62402866,0.51949683,0.49899231,0.45506229,0.54140409,0.92395997,0.71525524,0.62211848,0.45495089,0.59542547,0.24955082,0.24955082,0.2667672,0.54446945,0.6093537,0.15843563,-0.71530888,0.47670962,0.35140097
-0.020559672,-0.030863968,0.093284597,-0.11663265,-0.049077486,0.043985997,0.079869054,0.12368873,0.069087309,-0.25656053,-0.070535311,-0.078421052,0.48195574,-0.32503928,-0.023025189,0.14954926,0.45492898,-0.084921407,0.014442842,-0.34654407,-0.062551732,0.010674123,0.040581236,-0.18228976,0.20627181,0.1985113,-0.37409524,0.080233011,-0.2109602,0.034554416,0.071188868,0.14709548,0.068030658,-0.17856409,-0.33162182,-0.013143554,0.10045808,0.018876859,0.26785494,-0.024637559,0.010544977,-0.04930447,-0.072985174,-0.067893685,-0.0071715237,-0.23441001,-0.10272009,-0.058829975,-0.020520537,-0.07466016,0.018700751,-0.11012838,0.12063618,0.017734112,-0.11734883,-0.034949682,-0.096654137,-0.41428708,0.074632765,0.074632765,0.079438567,0.081211391,0.51012134,0.11088369,-0.78260793,0.045199188,-0.025314598
